YEAR,country,ccode,region,rcode,sum,NUM,unga_imp,unga_impcons,ecoaid,milaid,OFDI,gdp,GdpPc,population,geo_distance,xxtot,mmtot,dist_CHINA,timepaytax,unemp,inflation,exchrate,legal,property,corru,tradefree,invfree,finfree,ecoaidpc,milaidpc,diaspora,chineseXunga_imp,chineseXmilaidpc,chineseXecoaidpc,agnu_china,bit,diplo,usainvXunga_imp,usainvXecoaidpc,usainvXmilaidpc,dummy_unga_china,SOEs,POEs,seasia,soe_dummy,ungaXsoe,ecoaidXsoe,milaidXsoe,sumrel,ofdirel,usainvXdiaspora,usainvXsoe,usainv,unga_impstd,ecoaidstd,milaidstd,ofdistd,ecoaidpcln,milaidpcln,indexXdiaspora,index2,s,ssoes,spoes,sel,dummy1,dummy2,dummy3,dummy4,dummy5,dummy6,dummy7,dummy8,region1,region2,region3,region4,region5,region6,region7,region8,trade,country1,comlang,dist,distw,distance,tradew,tradewstd,distancestd,comlangstd,pc1,pc2,pc3,INDEX,min_INDEX,max_INDEX,index,_est_soe,_est_poe,_est_one,_est_two,_est_three,_est_four,_est_five,_est_six,_est_seven,_est_eight,p1,_est_HECK_SOES,phi1,capphi1,invmills_SOEs,_est_CORRECTED_SOES,p2,_est_HECK_POES,phi2,capphi2,invmills_POEs,_est_CORRECTED_POES,_est_eleven,_est_twelve,_est_nine,_est_ten,strategicpartn,taiwan,chinese_immigrants,log_chinese_immigrants,dup,log_agnu_china,log_unga_imp,log_dist_china,log_gdp,log_exchrate,migra_dummy,log_exports,log_imports,exports,imports,natres,russia_unga,france_unga,uk_unga,assist_oecd,log_natres,taiwan_fdi,log_russia_unga
2007,Niger,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.006181079,.006181079,.371688,.83999997,.60000002,.57894999,544300000,12.82581,0,-.17435342
2008,Niger,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0027185311,.0027185311,.049727,.86154002,.61537999,.59231001,612290000,10.814303,0,-.14903377
2009,Niger,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0048772949,.0048772949,.040037,.83582002,.57463002,.55970001,469290000,10.597559,0,-.17934197
2010,Niger,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.077774242,.077774242,.325927,.84127003,.59524,.54762,738800000,12.694428,0,-.17284259
2005,Guinea,438,SSA,5,0,0,18.2,56.099998,41,592000,0,2.937072009,307,9.576331,6672.73,.099892929,.066312619,12651.77,416,,27.390846,3644.3333,3,30,25,57.200001,30,70,4.2813892,.06181908,0,0,0,0,.91406298,0,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-.81125224,-.15084705,-.14943972,-.20845301,1.4542775,-2.7835431,0,.052511919,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107370777,GIN,0,6672.73,8508.965039608955,.00011752311,36557080,-.20203212,-.067910001,-.8028186,-.58223057,-.26439783,-.44141838,-.43475324,-.98707879,3.8155789,1.1500415,0,0,0,0,0,0,0,0,0,0,-1.1479995,1,.20641017,.12548438,1.6449074,0,-1.2099354,0,.19187514,.11315183,1.6957316,0,0,0,1,1,0,0,0,-15.18,0,-.089855805,2.9014215,9.4455528,1.0774132,8.2009287,0,-8.5716543,-12.300645,,,,,,,,,0,
2006,Guinea,438,SSA,5,0,0,0,47.599998,36,576000,0,3.010402725,307,9.798963000000001,6672.73,.10334838,.054166541,12651.77,416,,37.583889,5148.75,3,30,25,47.799999,30,50,3.6738582,.058781732,0,0,0,0,.90740699,0,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-1.5995826,-.18250251,-.1495543,-.20845301,1.3012424,-2.8339241,0,.009665939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90057178,GIN,0,6672.73,8508.965039608955,.00011752311,29915326,-.31551981,-.067910001,-.8028186,-.72531027,-.17513889,-1.0733167,-.61133999,-.98707879,3.8155789,.78235596,1,1,1,1,1,1,1,1,1,1,-.43311584,1,.36322486,.33246532,1.0925195,1,-2.7519331,1,.0090453327,.0029622312,3.0535541,1,1,1,1,1,0,0,0,-15.18,0,-.097164214,,9.4455528,1.1020739,8.5465088,0,-8.6163673,-11.073581,,,,,,,,,0,
2007,Guinea,438,SSA,5,0,0,9.1,54.5,32,482000,0,3.063316042,305,10.046967,6672.73,.13737331,.06123234,12651.77,416,,12.986878,4197.752,3,30,30,59.599998,30,60,3.1850407,.047974676,0,0,0,0,.94999999,0,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-1.2054174,-.20797238,-.14996195,-.20845301,1.158465,-3.037082,0,.020246014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,106254968.5,GIN,0,6672.73,8508.965039608955,.00011752311,34686256,-.23399889,-.067910001,-.8028186,-.62950122,-.23545803,-.76327103,-.52029645,-.98707879,3.8155789,.97192502,1,1,1,1,1,1,1,1,1,1,-.7976532,1,.29023513,.21253589,1.3655818,1,-2.6981692,1,.010472557,.0034860994,3.0040901,1,1,1,1,1,0,0,0,-15.18,0,-.051293306,2.2082744,9.4455528,1.119498,8.3423042,0,-8.43606,-9.2449722,,,,,,,,,0,
2008,Guinea,438,SSA,5,0,0,14.3,73.5,25,351000,0,3.214549894,312,10.314678,6672.73,.067171372,.051797811,12651.77,416,,14.109212,4601.6909,3,30,19,59.599998,40,50,2.4237306,.034029175,0,0,0,0,.94285703,0,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-.9801802,-.24764051,-.15048797,-.20845301,.88530791,-3.380537,0,.023829497,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,120692750,GIN,0,6672.73,8508.965039608955,.00011752311,37545768,-.1851384,-.067910001,-.8028186,-.56659877,-.28419888,-.58869159,-.47071651,-.98707879,3.8155789,1.0751594,1,1,1,1,1,1,1,1,1,1,-.67215312,1,.31827691,.25074312,1.2693346,1,-2.0203471,1,.051827222,.021673698,2.3912497,1,1,1,1,1,0,0,0,-15.18,0,-.058840621,2.6602595,9.4455528,1.1676873,8.4341793,0,-8.3611641,-10.709069,,,,,,,,,0,
2009,Guinea,438,SSA,5,0,0,26.9,79.900002,30,238000,0,3.205542973,303,10.593248,6672.73,,,12651.77,416,,6.8063369,4801.083,3,20,19,59.599998,40,40,2.8319926,.02246714,0,0,0,0,.96739101,0,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-.43441311,-.22636798,-.1509241,-.20845301,1.0409806,-3.7957015,0,.059700791,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,94777341,GIN,0,6672.73,8508.965039608955,.00011752311,29566704,-.3214767,-.067910001,-.8028186,-.57825053,-.42608148,-.13454241,-.41778207,-.98707879,3.8155789,1.1853786,1,1,1,1,1,1,1,1,1,1,-.17104377,1,.39314905,.43209466,.90986788,1,-2.0570321,1,.048092499,.019841569,2.4238255,1,1,1,1,1,0,0,0,-15.18,0,-.033152506,3.2921262,9.4455528,1.1648815,8.4765968,0,-8.3594847,-11.990069,,,,,,,,,0,
2010,Guinea,438,SSA,5,0,0,29.7,81.800003,27,1565000,0,3.267609255,300,10.876033,6672.73,.040437892,.025180014,12651.77,416,,20.199579,5726.0708,3,20,16,60,40,40,2.4825227,.14389437,0,0,0,0,.95138901,0,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-.31313148,-.24457714,-.1463438,-.20845301,.90927529,-1.9386758,0,.065084957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99366136.5,GIN,0,6672.73,8508.965039608955,.00011752311,30409430,-.30707705,-.067910001,-.8028186,-.55257332,-.45193967,-.038290691,-.39371169,-.98707879,3.8155789,1.2354974,1,1,1,1,1,1,1,1,1,1,.16222052,1,.39372748,.56443387,.69756174,1,-1.853658,1,.071578361,.031894054,2.2442541,1,1,1,1,1,0,0,0,-15.18,0,-.04983224,3.3911471,9.4455528,1.1840585,8.6527853,0,-8.228056,-10.141844,,,,,,,,,0,
2011,Guinea,438,SSA,5,450,1,41.9,82.800003,34,48000,.041,3.395332306,304,11.16153,6672.73,.044928141,.044331815,12651.77,416,,19.732208,6658.0313,6,20,18,61.200001,40,40,3.0461774,.0043004858,0,0,0,0,.96987998,0,8,0,0,0,1,450,0,0,1,41.900002,1.1138875,8.3664837,40.317055,.0036733316,0,.000091111113,.000091111113,.21530968,-.21520786,-.15160936,-.20845301,1.1138875,-5.4490271,0,.11839411,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,188623407.5,GIN,0,6672.73,8508.965039608955,.00011752311,55553740,.12256391,-.067910001,-.8028186,-.27498183,-.37949994,.35721216,-.16144945,-.98707879,3.8155789,1.7191093,1,1,1,1,1,1,1,1,1,1,.36043653,1,.37385181,.64073962,.58346915,1,-2.1432331,1,.040128738,.016047195,2.50067,1,1,1,1,1,0,0,0,-15.18,0,-.030582942,3.7352858,9.4455528,1.2224016,8.8035793,0,-8.0105267,-11.626192,,,,,,,,,0,
2012,Guinea,438,SSA,5,0,0,31.9,80,38,457000,.073,3.529248014,308,11.451273,6672.73,.011545202,.037160706,12651.77,416,,12.891511,,6,20,20,61.200001,45,40,3.3184083,.039908227,0,0,0,0,.95945901,0,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.0063748369,0,0,63.748371,-.21783888,-.20102325,-.15026622,-.20472714,1.1994852,-3.2211728,0,.084105253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,152763920.5,GIN,0,6672.73,8508.965039608955,.00011752311,43285120,-.087070063,-.067910001,-.8028186,-.43788949,-.36516747,.02578075,-.30111259,-.98707879,3.8155789,1.4283054,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,-15.18,0,-.041385688,3.462606,9.4455528,1.2610848,,0,-7.9075608,-12.015917,,,,,,,,,0,
2005,Burkina Faso,439,SSA,5,0,0,22.2,61.200001,33,128000,0,5.462709055,407,13.421929,7640.939,.000695161,.026321571,11404.37,270,2.7,3.7393854,527.46814,3,30,30,62.599998,50,50,2.458663,.0095366314,0,0,0,0,.93076903,0,4,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-.63799286,-.24582034,-.15141186,-.20845301,.89961767,-4.6526151,0,.041824963,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13545205,BFA,0,7640.939,9257.964936195373,.0001080151,2479576.5,-.78431457,-.19966513,-.8028186,-.911048,-.59096313,-.29683697,-.64971346,-.98707879,3.8155789,.70245552,0,0,0,0,0,0,0,0,0,0,-1.5845826,1,.11367753,.056530606,2.0109024,0,-1.0967838,0,.21862315,.13636796,1.6031855,0,0,0,0,0,0,0,0,-15.18,0,-.071744122,3.1000922,9.3417521,1.6979449,6.2680883,0,-10.762651,-8.3045444,,,,,,,,,0,
2006,Burkina Faso,439,SSA,5,0,0,0,56.5,21,122000,0,5.832414795,422,13.822257,7640.939,,,11404.37,270,2.3,-.65963185,522.89014,3,30,30,62.200001,50,50,1.5192888,.0088263443,0,0,0,0,.946154,0,4,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-1.5995826,-.29476652,-.15143865,-.20845301,.41824231,-4.7300143,0,.0015741326,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9579878,BFA,0,7640.939,9257.964936195373,.0001080151,1642523.5,-.7986173,-.19966513,-.8028186,-1.0186419,-.4423072,-1.078289,-.82643777,-.98707879,3.8155789,.33448356,0,0,0,0,0,0,0,0,0,0,-1.1674529,1,.20181341,.12151375,1.6608278,1,-2.7108326,1,.010119963,.003355725,3.0157309,1,0,0,0,0,0,0,0,-15.18,0,-.055349935,,9.3417521,1.7634311,6.2593713,0,-10.821469,-8.3173265,,,,,,,,,0,
2007,Burkina Faso,439,SSA,5,0,0,12.5,63.200001,28,163000,0,6.04274372,424,14.235075,7640.939,.002054509,.065827921,11404.37,270,3.3,2.2585137,479.26678,3,30,34,67.199997,40,50,1.9669725,.01145059,0,0,0,0,.95138901,0,4,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-1.058147,-.27143991,-.15133967,-.20845301,.67649555,-4.4697142,0,.016994271,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17328622.5,BFA,0,7640.939,9257.964936195373,.0001080151,2867674.5,-.77768314,-.19966513,-.8028186,-.95026231,-.52371883,-.63967061,-.72329944,-.98707879,3.8155789,.54923618,0,0,0,0,0,0,0,0,0,0,-1.0757306,1,.22368048,.14102389,1.5861176,1,-2.395268,1,.022650059,.0083041117,2.7275717,1,0,0,0,0,0,0,0,-15.18,0,-.04983224,2.5257287,9.3417521,1.7988582,6.1722574,0,-10.237269,-8.7269516,,,,,,,,,0,
2008,Burkina Faso,439,SSA,5,0,0,17.6,76,47,152000,0,6.393223162,436,14.659646,7640.939,.024370685,.057200853,11404.37,270,,9.1619453,447.80527,3,30,32,66.599998,40,50,3.2060802,.0103686,0,0,0,0,.95070398,0,4,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-.83724117,-.20687611,-.15138046,-.20845301,1.1650491,-4.5689735,0,.038245995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12563464.5,BFA,0,7640.939,9257.964936195373,.0001080151,1965122.1,-.79310507,-.19966513,-.8028186,-.94986171,-.53309315,-.45370269,-.68208575,-.98707879,3.8155789,.63505054,0,0,0,0,0,0,0,0,0,0,-1.005133,1,.24072869,.1574164,1.5292478,1,-1.6613907,1,.10035434,.048317507,2.0769768,1,0,0,0,0,0,0,0,-15.18,0,-.05055254,2.8678989,9.3417521,1.8552386,6.1043587,0,-10.340843,-9.8050823,,,,,,,,,0,
2009,Burkina Faso,439,SSA,5,0,0,31.5,82,506,171000,0,6.582810304,436,15.094967,7640.939,.00029791001,.04860232,11404.37,270,,2.3764029,472.18628,3,30,29,70.400002,40,50,33.521107,.011328279,0,0,0,0,.942029,0,4,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-.23516481,1.3726907,-.15134427,-.20845301,3.5121753,-4.480453,0,1.1960409,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14118415.5,BFA,0,7640.939,9257.964936195373,.0001080151,2144739.8,-.79003596,-.19966513,-.8028186,-1.3115563,.29301074,.18095753,-.38036481,-.98707879,3.8155789,1.263288,0,0,0,0,0,0,0,0,0,0,-.53267908,1,.3461746,.29712787,1.1650695,1,-1.7439429,1,.087195121,.040584527,2.1484818,1,0,0,0,0,0,0,0,-15.18,0,-.05971922,3.4499876,9.3417521,1.8844618,6.1573734,0,-10.245426,-9.0659542,,,,,,,,,0,
2010,Burkina Faso,439,SSA,5,0,0,32.3,82.699997,34,261000,0,7.10546561,457,15.540284,7640.939,.002459371,.040473759,11404.37,270,,7.198597,495.27701,3,30,35,71.300003,50,50,2.1878622,.01679506,0,0,0,0,.93662,0,4,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-.20051296,-.25993043,-.15113807,-.20845301,.78292489,-4.0866704,0,.068110287,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24472106,BFA,0,7640.939,9257.964936195373,.0001080151,3444124.3,-.76783335,-.19966513,-.8028186,-.84700316,-.6763922,.054557882,-.57059062,-.98707879,3.8155789,.86720353,0,0,0,0,0,0,0,0,0,0,-.43350258,1,.36316398,.33232483,1.0927982,1,-1.5592505,1,.1182955,.059468556,1.9892108,1,0,0,0,0,0,0,0,-15.18,0,-.065477632,3.4750671,9.3417521,1.9608643,6.2051172,0,-10.401236,-9.3525553,,,,,,,,,0,
2011,Burkina Faso,439,SSA,5,0,0,47.2,84.300003,40,328000,0,7.404611235,463,15.995313,7640.939,.0036697609,.043253895,11404.37,270,,3.2026758,471.86612,6,30,36,76.199997,55,50,2.5007327,.020506008,0,0,0,0,.945122,0,4,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,.44487834,-.24362831,-.15099809,-.20845301,.91658378,-3.8870373,0,.13190481,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18586739,BFA,0,7640.939,9257.964936195373,.0001080151,2510157.3,-.78379208,-.19966513,-.8028186,-.78346884,-.7953791,.57952714,-.46224362,-.98707879,3.8155789,1.0928016,0,0,0,0,0,0,0,0,0,0,-.29237756,1,.38224983,.38499898,.99285936,1,-1.7865819,1,.080872945,.037002549,2.1856048,1,0,0,0,0,0,0,0,-15.18,0,-.056441255,3.854394,9.3417521,2.0021029,6.1566954,0,-10.437991,-9.1650991,,,,,,,,,0,
2012,Burkina Faso,439,SSA,5,0,0,38.9,82.300003,59,212000,0,8.110820115999999,493,16.460141,7640.939,.0019210119,.052062552,11404.37,270,,1.9134616,510.52713,6,30,31,72.5,55,50,3.5844164,.012879598,0,0,0,0,.944444,0,4,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,.085365139,-.18716288,-.15128575,-.20845301,1.2765957,-4.3521109,0,.11544646,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24797825,BFA,0,7640.939,9257.964936195373,.0001080151,3057375.8,-.77444172,-.19966513,-.8028186,-.83659983,-.69006419,.29314673,-.51431924,-.98707879,3.8155789,.98437071,0,0,0,0,0,0,0,0,0,0,-.24618141,1,.3870346,.40277091,.96092987,1,-1.4603666,1,.137343,.072094671,1.9050368,1,0,0,0,0,0,0,0,-15.18,0,-.057158884,3.6609943,9.3417521,2.093199,6.2354436,0,-10.249087,-8.9637928,,,,,,,,,0,
2005,Liberia,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0094669759,.0094669759,.047783,.83999997,.68627,.65685999,222490000,10.774426,0,-.17435342
2006,Liberia,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.001117126,.001117126,.251585,.84375,.60938001,.61719,260450000,12.435536,0,-.16989903
2007,Liberia,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0030876619,.0030876619,.006718,.77358001,.57546997,.57406998,701390000,8.8125458,0,-.25672618
2008,Liberia,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0048222411,.0048212302,.038236,.83582002,.67163998,.65671998,1250990000,10.551533,0,-.17934197
2009,Liberia,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.002769256,.0027693601,.228968,.80469,.61719,.60156,512570000,12.341337,0,-.21729816
2010,Liberia,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.022155585,.022157049,.292659,.82031,.60938001,.5625,1412790000,12.586763,0,-.19807297
2005,Sierra Leone,451,SSA,5,0,0,16.7,50.599998,27,267000,.001,1.627853086,318,5.119895,6947.481,,,12570.8,399,,16.615454,2889.5874,5,10,22,53.200001,30,30,5.2735457,.052149508,0,0,0,0,.93103498,0,7,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.0001953165,0,0,1.9531651,-.87622452,-.099150658,-.14980447,-.20833886,1.6627029,-2.9536405,0,.060550671,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23884595,SLE,1,6947.4814,8607.078402422523,.00011618344,14672451,-.57597488,-.086474091,1.2437606,.066647194,-.047492415,-1.2807651,-.29600874,-.98707879,3.8155789,1.4389325,0,0,0,0,0,0,0,0,0,0,-1.2688804,1,.17835715,.10224187,1.744463,0,-1.5157484,0,.12647822,.064791493,1.9520807,0,0,0,1,1,0,0,0,-15.18,0,-.071458429,2.8154087,9.4391317,.48726201,7.9688692,0,-10.117555,-13.091703,,,,,,,,,0,
2006,Sierra Leone,451,SSA,5,0,0,0,53.599998,21,411000,.001,1.71991679,326,5.280909,6947.481,,,12570.8,399,,12.486065,2961.9092,5,10,23,58.400002,30,30,3.976588,.077827506,0,0,0,0,.92741901,0,7,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.00018936134,0,0,1.8936135,-1.5995826,-.16672875,-.14883588,-.20834234,1.3804241,-2.5532603,0,.011412172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41567381,SLE,1,6947.4814,8607.078402422523,.00011618344,24168252,-.41372007,-.086474091,1.2437606,.083298452,.11055028,-1.8848503,-.37694538,-.98707879,3.8155789,1.2704079,1,1,1,1,1,1,1,1,1,1,-.88282567,1,.27019021,.18866524,1.4321144,1,-3.1670144,1,.0026480586,.00077006355,3.4387534,1,1,1,1,1,0,0,0,-15.18,0,-.075349815,,9.4391317,.54227591,7.9935894,0,-10.12093,-13.602862,,,,,,,,,0,
2007,Sierra Leone,451,SSA,5,0,0,20,75,18,385000,.001,1.85824212,343,5.416015,6947.481,,,12570.8,399,,6.6883512,2985.1858,5,10,24,55.200001,30,40,3.3234768,.071085475,0,0,0,0,.94736803,0,7,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.0001846376,0,0,1.8463761,-.73328555,-.20075916,-.1490902,-.2083451,1.2010114,-2.6438723,0,.046261299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,57820815,SLE,1,6947.4814,8607.078402422523,.00011618344,31115868,-.29500613,-.086474091,1.2437606,.25644943,-.030914318,-1.1965047,-.19346096,-.98707879,3.8155789,1.6524554,1,1,1,1,1,1,1,1,1,1,-.89409006,1,.26749966,.18563685,1.4409837,1,-2.9694097,1,.0048555373,.0014918625,3.2546816,1,1,1,1,1,0,0,0,-15.18,0,-.054067638,2.9957323,9.4391317,.61963093,8.0014172,0,-9.9438286,-12.029291,,,,,,,,,0,
2008,Sierra Leone,451,SSA,5,0,0,0,74.400002,11,401000,.001,1.957187442,354,5.532139,6947.481,,,12570.8,399,,10.069718,2981.5146,5,10,22,60.200001,30,40,1.988381,.072485521,0,0,0,0,.909091,0,7,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.00018076191,0,0,1.8076192,-1.5995826,-.27032444,-.14903738,-.20834737,.68732077,-2.6243684,0,.002868114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,58568131.5,SLE,1,6947.4814,8607.078402422523,.00011618344,29924640,-.31536067,-.086474091,1.2437606,.16264583,.085146382,-1.9022971,-.35823587,-.98707879,3.8155789,1.3093644,1,1,1,1,1,1,1,1,1,1,-.81395149,1,.28644836,.20783637,1.3782398,1,-2.2103124,1,.034676991,.013541745,2.5607476,1,1,1,1,1,0,0,0,-15.18,0,-.095310085,,9.4391317,.67150849,8.0001869,0,-9.8071251,-12.269085,,,,,,,,,0,
2009,Sierra Leone,451,SSA,5,0,0,27.1,79.800003,25.5,971000,0,2.020794843,358,5.641182,6947.481,,,12570.8,357,,7.7134089,3385.6499,7,10,21,66,30,20,4.5203295,.17212705,0,0,0,0,.93478298,0,7,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-.42575011,-.13839705,-.14527884,-.20845301,1.5085849,-1.7595224,0,.086333677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35522252,SLE,1,6947.4814,8607.078402422523,.00011618344,17578356,-.52632165,-.086474091,1.2437606,.15522455,-.13554768,-.92294818,-.20640676,-.98707879,3.8155789,1.6255,1,1,1,1,1,1,1,1,1,1,-.16844521,1,.3933225,.43311653,.90812165,1,-2.4257784,1,.021044018,.0076377974,2.7552469,1,1,1,1,1,0,0,0,-15.18,0,-.067440882,3.2995338,9.4391317,.70349091,8.1273012,0,-9.9980354,-11.465775,,,,,,,,,0,
2010,Sierra Leone,451,SSA,5,370,2,38.6,83.599998,37,1022000,0,2.130751273,370,5.751976,6947.481,,,12570.8,357,,17.074356,3978.0876,7,10,19,62.799999,40,20,6.4325719,.17767808,0,0,0,0,.96428603,0,7,0,0,0,1,185,0,0,1,38.599998,1.8613745,12.087729,64.325722,0,0,0,0,.072370552,-.038759511,-.14506945,-.20845301,1.8613745,-1.7277819,0,.17425622,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,45364741,SLE,1,6947.4814,8607.078402422523,.00011618344,21290492,-.46289238,-.086474091,1.2437606,.21941893,-.14755495,-.51554388,-.087547906,-.98707879,3.8155789,1.8729856,1,1,1,1,1,1,1,1,1,1,.047954131,1,.39848384,.51912361,.76760876,1,-2.2846949,1,.02933852,.011165362,2.6276371,1,1,1,1,1,0,0,0,-15.18,0,-.036367316,3.6532524,9.4391317,.75647461,8.2885561,0,-9.6829662,-11.772358,,,,,,,,,0,
2011,Sierra Leone,451,SSA,5,1980,2,44,82.699997,25,1620000,0,2.259229756,385,5.865491,6947.481,,,12570.8,357,,17.273096,4349.1621,7,10,22,62.799999,45,20,4.262218,.27619171,0,0,0,0,.94230801,0,7,0,0,0,1,990,0,0,1,44,1.4497896,12.528851,337.56766,0,0,0,0,.30627081,-.15184598,-.14135346,-.20845301,1.4497896,-1.2866601,0,.1563583,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,65164772,SLE,1,6947.4814,8607.078402422523,.00011618344,28843800,-.33382896,-.086474091,1.2437606,.34394193,-.20944503,-.34622347,-.019101854,-.98707879,3.8155789,2.0155027,1,1,1,1,1,1,1,1,1,1,.14664231,1,.39467585,.55829281,.70693344,1,-2.1858292,1,.03659429,.014414053,2.5387924,1,1,1,1,1,0,0,0,-15.18,0,-.059423085,3.7841897,9.4391317,.81502396,8.377739,0,-9.0411549,-11.039036,,,,,,,,,0,
